sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
2.187;61;;60rounds;Yes;No;2;0.69554;0.75559;0.04508;0.15496;1.45112;BRAMAgent@9958;NiceTitForTat@9959;0.6955378963629142;0.7555862395323811;0.6955378963629142;0.7555862395323811;0.0;0.0;0.0;0.0;0.6955378963629142;0.7555862395323811;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.171;61;;60rounds;Yes;No;2;0.43419;1.00000;0.00000;0.34996;1.43419;Gahboninho@9960;NiceTitForTat@9961;1.0;0.43419005395476573;1.0;0.43419005395476573;0.0;0.0;0.0;0.0;1.0;0.43419005395476573;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.083;20;;60rounds;Yes;No;2;0.77612;0.81602;0.00000;0.04286;1.59214;IAMhaggler@9962;NiceTitForTat@9963;0.8160150261638979;0.7761239643974466;0.8160150261638979;0.7761239643974466;0.0;0.0;0.0;0.0;0.8160150261638979;0.7761239643974466;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
0.149;46;;60rounds;Yes;No;2;0.76335;0.82748;0.00000;0.02626;1.59083;Agent_K@9964;NiceTitForTat@9965;0.827483713566129;0.7633470578858138;0.827483713566129;0.7633470578858138;0.0;0.0;0.0;0.0;0.827483713566129;0.7633470578858138;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
2.023;52;;60rounds;Yes;No;2;0.63003;0.88683;0.02031;0.25911;1.51686;BoulwareNegotiationParty@9966;BRAMAgent@9967;0.6300274011797506;0.8868282421041419;0.6300274011797506;0.8868282421041419;0.6300274011797506;0.0;0.0;0.0;0.6300274011797506;0.8868282421041419;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
2.009;15;;60rounds;Yes;No;2;0.53828;0.96349;0.01113;0.37785;1.50177;ConcederNegotiationParty@9968;BRAMAgent@9969;0.5382779019619011;0.9634896811739385;0.5382779019619011;0.9634896811739385;0.5382779019619011;0.0;0.0;0.0;0.5382779019619011;0.9634896811739385;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
2.158;53;;60rounds;Yes;No;2;0.61655;0.87902;0.03589;0.26683;1.49557;Agent21@9970;BRAMAgent@9971;0.6165493619496673;0.8790211219394747;0.6165493619496673;0.8790211219394747;0.6165493619496673;0.0;0.0;0.0;0.6165493619496673;0.8790211219394747;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
2.186;61;;60rounds;No;No;1;0.00000;0.00000;1.06146;1.13427;0.00000;BayesianAgent@9972;BRAMAgent@9973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
2.921;54;;60rounds;Yes;No;2;0.69157;0.83791;0.00000;0.18128;1.52948;IAMhaggler2011@9974;BRAMAgent@9975;0.6915707791750324;0.8379121789239659;0.6915707791750324;0.8379121789239659;0.0;0.0;0.0;0.0;0.6915707791750324;0.8379121789239659;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
2.203;61;;60rounds;Yes;No;2;0.55596;0.97349;0.00000;0.36933;1.52944;NiceTitForTat@9976;BRAMAgent@9977;0.5559558821761101;0.9734883642049608;0.5559558821761101;0.9734883642049608;0.0;0.0;0.0;0.0;0.5559558821761101;0.9734883642049608;SmartEnergyGrid_util1.xml;SmartEnergyGrid_util2.xml
